Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score,Year,Month,Month_Name,Month_Year
P046411,2026-02-11,Evening,NP005,Plastic Dustbin,Household Utility,M002,E030,225,227,213,14,7.45,0.05,398.43,22.03,Crack,100.89,6.17,Completed,Medium,Low,33.044,2026,2,February,2026-02
P046412,2022-10-16,Morning,NP006,Kitchen Container,Kitchen Product,M006,E030,1032,1025,989,36,7.48,1.03,590.75,38.93,Surface Defect,99.32,3.51,Completed,Medium,High,96.056,2022,10,October,2022-10
P046413,2025-06-24,Morning,NP003,Plastic Chair,Furniture,M003,E010,885,847,843,4,6.69,1.53,2275.57,37.55,Deformed Product,95.71,0.47,Completed,High,Medium,46.592,2025,6,June,2025-06
P046414,2022-09-06,Evening,NP003,Plastic Chair,Furniture,M005,E024,963,861,841,20,6.61,0.17,2282.28,24.29,Shape Defect,89.41,2.32,Completed,Low,Medium,46.592,2022,9,September,2022-09
P046415,2025-04-18,Morning,NP005,Plastic Dustbin,Household Utility,M002,E012,514,468,461,7,7.91,1.45,843.76,3.39,Crack,91.05,1.5,Completed,Medium,Low,33.044,2025,4,April,2025-04
P046416,2025-03-03,Evening,NP002,Plastic Mug,Household Utility,M006,E011,838,727,691,36,6.01,0.85,176.99,19.49,Dimensional Defect,86.75,4.95,Completed,Low,Medium,47.322,2025,3,March,2025-03
P046417,2024-10-01,Night,NP006,Kitchen Container,Kitchen Product,M003,E028,1784,1659,1591,68,7.19,1.07,948.22,29.28,None,92.99,4.1,Completed,Medium,High,96.056,2024,10,October,2024-10
P046418,2024-07-10,Evening,NP001,Plastic Bucket,Household Utility,M002,E006,1012,992,945,47,6.54,0.64,1205.72,32.93,Colour Defect,98.02,4.74,Completed,Medium,High,52.232,2024,7,July,2024-07
P046419,2022-07-22,Evening,NP005,Plastic Dustbin,Household Utility,M004,E008,619,559,547,12,5.9,1.57,1094.0,7.74,None,90.31,2.15,Completed,Medium,Low,33.044,2022,7,July,2022-07
P046420,2026-02-15,Morning,NP003,Plastic Chair,Furniture,M003,E016,1010,935,896,39,7.19,0.88,2534.43,2.24,Surface Defect,92.57,4.17,Completed,Medium,Medium,46.592,2026,2,February,2026-02
P046421,2022-07-06,Night,NP001,Plastic Bucket,Household Utility,M005,E016,1434,1362,1312,50,6.21,1.09,1740.95,35.85,None,94.98,3.67,Completed,Medium,High,52.232,2022,7,July,2022-07
P046422,2021-01-03,Evening,NP005,Plastic Dustbin,Household Utility,M006,E004,1388,1168,1105,63,7.51,0.51,2392.76,19.75,None,84.15,5.39,Completed,Low,Low,33.044,2021,1,January,2021-01
P046423,2025-01-08,Night,NP003,Plastic Chair,Furniture,M004,E024,698,641,630,11,6.7,0.43,1837.49,4.83,None,91.83,1.72,Completed,Medium,Medium,46.592,2025,1,January,2025-01
P046424,2026-08-30,Evening,NP003,Plastic Chair,Furniture,M003,E019,731,685,669,16,6.14,1.4,1878.39,15.6,Shape Defect,93.71,2.34,Completed,Medium,Medium,46.592,2026,8,August,2026-08
P046425,2026-01-01,Evening,NP005,Plastic Dustbin,Household Utility,M006,E022,1383,1195,1118,77,5.8,0.86,2293.98,9.22,None,86.41,6.44,Completed,Low,Low,33.044,2026,1,January,2026-01
P046426,2021-10-25,Evening,NP003,Plastic Chair,Furniture,M005,E019,1000,926,887,39,5.62,0.79,2345.12,20.51,Surface Defect,92.6,4.21,Completed,Medium,Medium,46.592,2021,10,October,2021-10
P046427,2025-03-31,Night,NP004,Storage Box,Storage,M006,E003,554,559,533,26,7.87,0.4,893.18,7.33,Crack,100.9,4.65,Completed,Medium,Low,22.264,2025,3,March,2025-03
P046428,2025-03-14,Evening,NP002,Plastic Mug,Household Utility,M004,E015,1464,1279,1237,42,7.16,1.08,332.35,27.85,Surface Defect,87.36,3.28,Completed,Low,Medium,47.322,2025,3,March,2025-03
P046429,2025-03-23,Evening,NP003,Plastic Chair,Furniture,M001,E029,1230,1173,1079,94,5.75,1.02,3489.31,16.81,Crack,95.37,8.01,Review,Low,Medium,46.592,2025,3,March,2025-03
P046430,2025-08-21,Morning,NP004,Storage Box,Storage,M004,E005,192,189,185,4,7.74,1.14,297.08,16.15,None,98.44,2.12,Completed,High,Low,22.264,2025,8,August,2025-08
P046431,2022-09-06,Evening,NP003,Plastic Chair,Furniture,M005,E011,556,512,487,25,7.49,0.97,1466.54,25.78,Colour Defect,92.09,4.88,Completed,Medium,Medium,46.592,2022,9,September,2022-09
P046432,2023-07-27,Night,NP003,Plastic Chair,Furniture,M001,E005,1776,1697,1674,23,6.58,1.2,4507.35,30.99,Colour Defect,95.55,1.36,Completed,High,Medium,46.592,2023,7,July,2023-07
P046433,2025-06-02,Morning,NP005,Plastic Dustbin,Household Utility,M002,E021,1370,1357,1346,11,7.32,0.13,2623.14,32.18,Shape Defect,99.05,0.81,Completed,High,Low,33.044,2025,6,June,2025-06
P046434,2024-03-12,Morning,NP006,Kitchen Container,Kitchen Product,M005,E001,1217,1005,980,25,7.54,0.05,569.84,10.1,Dimensional Defect,82.58,2.49,Completed,Low,High,96.056,2024,3,March,2024-03
P046435,2025-09-16,Evening,NP004,Storage Box,Storage,M003,E008,689,624,613,11,7.45,0.52,1024.22,22.95,Colour Defect,90.57,1.76,Completed,Medium,Low,22.264,2025,9,September,2025-09
P046436,2025-12-04,Night,NP001,Plastic Bucket,Household Utility,M003,E017,605,517,494,23,7.68,0.57,594.86,2.95,Surface Defect,85.45,4.45,Completed,Low,High,52.232,2025,12,December,2025-12
P046437,2023-09-20,Morning,NP002,Plastic Mug,Household Utility,M005,E014,158,141,138,3,7.34,0.87,35.68,32.13,Surface Defect,89.24,2.13,Completed,Low,Medium,47.322,2023,9,September,2023-09
P046438,2021-04-24,Evening,NP005,Plastic Dustbin,Household Utility,M005,E014,1403,1428,1329,99,6.25,0.97,2880.84,14.31,Crack,101.78,6.93,Completed,Medium,Low,33.044,2021,4,April,2021-04
P046439,2022-11-03,Night,NP002,Plastic Mug,Household Utility,M003,E015,581,536,533,3,5.68,1.16,137.17,15.66,Deformed Product,92.25,0.56,Completed,Medium,Medium,47.322,2022,11,November,2022-11
P046440,2022-08-18,Evening,NP004,Storage Box,Storage,M004,E008,940,859,842,17,7.04,1.15,1421.06,7.47,Dimensional Defect,91.38,1.98,Completed,Medium,Low,22.264,2022,8,August,2022-08
P046441,2023-06-07,Evening,NP004,Storage Box,Storage,M003,E029,1069,1033,1027,6,5.81,1.4,1640.61,18.0,Surface Defect,96.63,0.58,Completed,High,Low,22.264,2023,6,June,2023-06
P046442,2022-02-01,Morning,NP005,Plastic Dustbin,Household Utility,M005,E006,1058,923,856,67,7.33,0.86,1713.09,39.01,None,87.24,7.26,Completed,Low,Low,33.044,2022,2,February,2022-02
P046443,2026-03-25,Night,NP001,Plastic Bucket,Household Utility,M003,E022,1783,1634,1623,11,7.09,0.61,1993.23,29.24,None,91.64,0.67,Completed,Medium,High,52.232,2026,3,March,2026-03
P046444,2023-03-09,Morning,NP003,Plastic Chair,Furniture,M001,E011,349,340,336,4,5.54,1.04,935.41,38.26,None,97.42,1.18,Completed,High,Medium,46.592,2023,3,March,2023-03
P046445,2025-06-29,Evening,NP006,Kitchen Container,Kitchen Product,M002,E028,1239,1230,1137,93,6.47,1.44,684.17,29.77,Colour Defect,99.27,7.56,Completed,Low,High,96.056,2025,6,June,2025-06
P046446,2022-01-31,Evening,NP005,Plastic Dustbin,Household Utility,M004,E007,1306,1345,1297,48,7.0,0.39,2596.98,35.4,Surface Defect,102.99,3.57,Completed,Medium,Low,33.044,2022,1,January,2022-01
P046447,2024-02-03,Evening,NP005,Plastic Dustbin,Household Utility,M002,E018,405,380,346,34,6.55,0.22,736.42,7.96,None,93.83,8.95,Review,Low,Low,33.044,2024,2,February,2024-02
P046448,2021-09-14,Night,NP006,Kitchen Container,Kitchen Product,M003,E010,176,157,154,3,7.62,0.81,90.04,30.45,Deformed Product,89.2,1.91,Completed,Low,High,96.056,2021,9,September,2021-09
P046449,2023-12-07,Night,NP006,Kitchen Container,Kitchen Product,M001,E017,413,385,378,7,6.49,1.03,207.91,13.22,None,93.22,1.82,Completed,Medium,High,96.056,2023,12,December,2023-12
P046450,2025-07-27,Evening,NP006,Kitchen Container,Kitchen Product,M004,E005,1308,1309,1212,97,7.09,0.78,696.17,27.07,Colour Defect,100.08,7.41,Completed,Low,High,96.056,2025,7,July,2025-07
P046451,2026-07-16,Evening,NP005,Plastic Dustbin,Household Utility,M001,E030,271,275,259,16,6.15,0.25,529.0,1.18,Dimensional Defect,101.48,5.82,Completed,Medium,Low,33.044,2026,7,July,2026-07
P046452,2023-09-18,Night,NP003,Plastic Chair,Furniture,M004,E015,1178,1121,1068,53,6.04,0.43,3188.36,18.04,None,95.16,4.73,Completed,Medium,Medium,46.592,2023,9,September,2023-09
P046453,2021-07-27,Evening,NP001,Plastic Bucket,Household Utility,M004,E024,1259,1253,1167,86,7.39,1.3,1511.28,26.86,Crack,99.52,6.86,Completed,Medium,High,52.232,2021,7,July,2021-07
P046454,2021-11-29,Morning,NP004,Storage Box,Storage,M006,E012,368,351,336,15,7.15,1.51,551.31,28.06,Colour Defect,95.38,4.27,Completed,Medium,Low,22.264,2021,11,November,2021-11
P046455,2026-07-27,Morning,NP004,Storage Box,Storage,M004,E030,437,401,393,8,6.01,0.62,654.88,20.39,Crack,91.76,2.0,Completed,Medium,Low,22.264,2026,7,July,2026-07
P046456,2022-06-17,Morning,NP001,Plastic Bucket,Household Utility,M006,E025,1109,1014,966,48,7.57,0.78,1158.08,36.16,Crack,91.43,4.73,Completed,Medium,High,52.232,2022,6,June,2022-06
P046457,2023-03-18,Evening,NP003,Plastic Chair,Furniture,M003,E006,1436,1306,1192,114,7.74,0.87,3732.51,37.2,Surface Defect,90.95,8.73,Review,Low,Medium,46.592,2023,3,March,2023-03
P046458,2022-10-20,Morning,NP005,Plastic Dustbin,Household Utility,M006,E006,466,434,427,7,6.25,0.72,830.23,19.39,Colour Defect,93.13,1.61,Completed,Medium,Low,33.044,2022,10,October,2022-10
P046459,2021-05-31,Night,NP001,Plastic Bucket,Household Utility,M006,E026,978,880,866,14,6.28,0.31,1077.33,5.44,Crack,89.98,1.59,Completed,Low,High,52.232,2021,5,May,2021-05
P046460,2026-02-17,Morning,NP006,Kitchen Container,Kitchen Product,M003,E027,1421,1306,1194,112,6.58,0.61,698.25,31.15,Crack,91.91,8.58,Review,Low,High,96.056,2026,2,February,2026-02
P046461,2022-09-15,Morning,NP006,Kitchen Container,Kitchen Product,M001,E024,653,671,643,28,6.85,0.38,356.65,36.95,Shape Defect,102.76,4.17,Completed,Medium,High,96.056,2022,9,September,2022-09
P046462,2022-04-02,Morning,NP003,Plastic Chair,Furniture,M006,E014,1104,1096,1053,43,5.53,0.24,3032.4,30.0,Surface Defect,99.28,3.92,Completed,Medium,Medium,46.592,2022,4,April,2022-04
P046463,2022-10-11,Morning,NP006,Kitchen Container,Kitchen Product,M004,E029,1578,1494,1362,132,5.66,0.03,855.79,31.96,None,94.68,8.84,Review,Low,High,96.056,2022,10,October,2022-10
P046464,2021-04-03,Evening,NP005,Plastic Dustbin,Household Utility,M006,E018,1431,1474,1442,32,7.42,0.41,2679.31,37.29,Dimensional Defect,103.0,2.17,Completed,High,Low,33.044,2021,4,April,2021-04
P046465,2021-05-25,Morning,NP004,Storage Box,Storage,M005,E017,1059,1091,1042,49,6.9,1.24,1768.88,17.55,None,103.02,4.49,Completed,Medium,Low,22.264,2021,5,May,2021-05
P046466,2021-07-08,Morning,NP003,Plastic Chair,Furniture,M004,E005,336,316,310,6,6.5,1.25,890.28,7.62,Colour Defect,94.05,1.9,Completed,Medium,Medium,46.592,2021,7,July,2021-07
P046467,2024-07-11,Evening,NP005,Plastic Dustbin,Household Utility,M006,E008,1546,1455,1364,91,6.31,1.4,2882.66,15.95,None,94.11,6.25,Completed,Medium,Low,33.044,2024,7,July,2024-07
P046468,2022-06-10,Morning,NP003,Plastic Chair,Furniture,M006,E004,1264,1157,1114,43,6.38,1.22,3148.56,24.41,None,91.53,3.72,Completed,Medium,Medium,46.592,2022,6,June,2022-06
P046469,2026-03-17,Evening,NP001,Plastic Bucket,Household Utility,M001,E004,686,627,601,26,6.93,1.0,780.23,4.09,Deformed Product,91.4,4.15,Completed,Medium,High,52.232,2026,3,March,2026-03
P046470,2025-09-26,Morning,NP004,Storage Box,Storage,M005,E023,789,716,695,21,5.74,0.46,1155.57,24.72,Shape Defect,90.75,2.93,Completed,Medium,Low,22.264,2025,9,September,2025-09
P046471,2025-05-09,Morning,NP004,Storage Box,Storage,M005,E010,1353,1136,1072,64,7.88,1.22,1931.73,33.5,Shape Defect,83.96,5.63,Completed,Low,Low,22.264,2025,5,May,2025-05
P046472,2023-08-19,Night,NP002,Plastic Mug,Household Utility,M004,E028,1796,1619,1594,25,6.27,1.31,399.18,17.94,Shape Defect,90.14,1.54,Completed,Medium,Medium,47.322,2023,8,August,2023-08
P046473,2022-02-25,Evening,NP001,Plastic Bucket,Household Utility,M001,E030,1525,1464,1409,55,5.75,0.14,1718.96,30.08,Crack,96.0,3.76,Completed,Medium,High,52.232,2022,2,February,2022-02
P046474,2022-07-12,Evening,NP006,Kitchen Container,Kitchen Product,M005,E009,1621,1568,1535,33,7.03,1.12,907.04,1.62,None,96.73,2.1,Completed,High,High,96.056,2022,7,July,2022-07
P046475,2024-01-07,Morning,NP005,Plastic Dustbin,Household Utility,M001,E023,1586,1634,1580,54,6.23,1.03,3222.11,24.86,Shape Defect,103.03,3.3,Completed,Medium,Low,33.044,2024,1,January,2024-01
P046476,2022-04-23,Evening,NP002,Plastic Mug,Household Utility,M004,E004,427,404,356,48,6.61,1.2,103.86,8.23,Crack,94.61,11.88,Review,Low,Medium,47.322,2022,4,April,2022-04
P046477,2024-12-04,Morning,NP003,Plastic Chair,Furniture,M005,E021,631,491,467,24,7.85,0.69,1381.24,28.3,None,77.81,4.89,Completed,Low,Medium,46.592,2024,12,December,2024-12
P046478,2021-07-11,Morning,NP004,Storage Box,Storage,M005,E015,1435,1273,1244,29,6.11,0.56,2097.61,18.32,None,88.71,2.28,Completed,Low,Low,22.264,2021,7,July,2021-07
P046479,2022-09-09,Evening,NP003,Plastic Chair,Furniture,M004,E015,1114,967,932,35,7.87,0.13,2685.42,22.26,None,86.8,3.62,Completed,Low,Medium,46.592,2022,9,September,2022-09
P046480,2025-07-16,Morning,NP003,Plastic Chair,Furniture,M003,E014,259,219,216,3,7.72,0.57,592.61,9.56,Crack,84.56,1.37,Completed,Low,Medium,46.592,2025,7,July,2025-07
P046481,2022-09-08,Morning,NP002,Plastic Mug,Household Utility,M002,E002,944,842,835,7,5.67,0.59,193.77,38.11,Deformed Product,89.19,0.83,Completed,Low,Medium,47.322,2022,9,September,2022-09
P046482,2023-01-20,Evening,NP006,Kitchen Container,Kitchen Product,M003,E028,1330,1210,1065,145,7.59,0.39,633.38,10.25,Crack,90.98,11.98,Review,Low,High,96.056,2023,1,January,2023-01
P046483,2021-01-23,Night,NP005,Plastic Dustbin,Household Utility,M006,E015,1579,1548,1505,43,6.95,0.98,2918.92,12.41,Colour Defect,98.04,2.78,Completed,High,Low,33.044,2021,1,January,2021-01
P046484,2026-03-05,Morning,NP001,Plastic Bucket,Household Utility,M002,E028,420,392,381,11,5.73,0.34,479.82,24.86,None,93.33,2.81,Completed,Medium,High,52.232,2026,3,March,2026-03
P046485,2025-05-20,Night,NP004,Storage Box,Storage,M003,E018,271,257,250,7,6.77,0.93,415.87,13.4,None,94.83,2.72,Completed,Medium,Low,22.264,2025,5,May,2025-05
P046486,2021-12-04,Evening,NP004,Storage Box,Storage,M005,E001,1661,1418,1366,52,6.15,0.0,2400.61,36.55,Colour Defect,85.37,3.67,Completed,Low,Low,22.264,2021,12,December,2021-12
P046487,2026-05-02,Evening,NP001,Plastic Bucket,Household Utility,M004,E011,512,443,395,48,7.0,0.34,563.29,33.83,None,86.52,10.84,Review,Low,High,52.232,2026,5,May,2026-05
P046488,2025-08-30,Morning,NP001,Plastic Bucket,Household Utility,M002,E004,780,701,661,40,7.13,1.26,857.19,19.73,Shape Defect,89.87,5.71,Completed,Low,High,52.232,2025,8,August,2025-08
P046489,2021-07-30,Evening,NP001,Plastic Bucket,Household Utility,M004,E017,1028,874,817,57,6.17,0.21,1148.74,1.06,Surface Defect,85.02,6.52,Completed,Low,High,52.232,2021,7,July,2021-07
P046490,2024-07-08,Evening,NP006,Kitchen Container,Kitchen Product,M001,E010,1166,1094,1013,81,7.73,0.86,590.7,9.32,None,93.83,7.4,Completed,Low,High,96.056,2024,7,July,2024-07
P046491,2024-11-23,Evening,NP005,Plastic Dustbin,Household Utility,M003,E002,1768,1694,1632,62,6.08,1.58,3154.85,26.17,None,95.81,3.66,Completed,Medium,Low,33.044,2024,11,November,2024-11
P046492,2021-03-11,Evening,NP002,Plastic Mug,Household Utility,M004,E026,369,372,355,17,5.85,1.45,94.38,16.41,Shape Defect,100.81,4.57,Completed,Medium,Medium,47.322,2021,3,March,2021-03
P046493,2024-11-21,Evening,NP003,Plastic Chair,Furniture,M002,E001,1498,1335,1295,40,5.93,1.33,3671.27,13.57,Surface Defect,89.12,3.0,Completed,Low,Medium,46.592,2024,11,November,2024-11
P046494,2021-03-01,Evening,NP005,Plastic Dustbin,Household Utility,M001,E010,518,517,496,21,6.32,0.17,933.74,35.21,Crack,99.81,4.06,Completed,Medium,Low,33.044,2021,3,March,2021-03
P046495,2025-05-07,Morning,NP003,Plastic Chair,Furniture,M003,E018,1387,1325,1213,112,7.0,1.14,3800.61,21.44,Colour Defect,95.53,8.45,Review,Low,Medium,46.592,2025,5,May,2025-05
P046496,2024-09-22,Morning,NP004,Storage Box,Storage,M005,E005,837,691,688,3,7.28,1.31,1107.81,7.55,Shape Defect,82.56,0.43,Completed,Low,Low,22.264,2024,9,September,2024-09
P046497,2023-11-24,Morning,NP001,Plastic Bucket,Household Utility,M006,E022,1620,1533,1499,34,6.5,0.36,1823.49,15.21,Surface Defect,94.63,2.22,Completed,Medium,High,52.232,2023,11,November,2023-11
P046498,2025-03-09,Evening,NP006,Kitchen Container,Kitchen Product,M001,E001,798,742,690,52,7.29,0.07,404.81,35.75,Surface Defect,92.98,7.01,Completed,Low,High,96.056,2025,3,March,2025-03
P046499,2023-02-04,Evening,NP004,Storage Box,Storage,M006,E005,360,364,326,38,7.36,1.43,624.38,1.23,Shape Defect,101.11,10.44,Review,Low,Low,22.264,2023,2,February,2023-02
P046500,2021-08-20,Evening,NP004,Storage Box,Storage,M003,E030,1700,1751,1599,152,7.9,0.47,2911.3,28.22,None,103.0,8.68,Review,Low,Low,22.264,2021,8,August,2021-08
P046501,2024-07-30,Night,NP006,Kitchen Container,Kitchen Product,M005,E008,270,232,221,11,6.66,1.52,130.64,1.31,Shape Defect,85.93,4.74,Completed,Low,High,96.056,2024,7,July,2024-07
P046502,2021-06-24,Evening,NP002,Plastic Mug,Household Utility,M005,E016,1039,983,956,27,7.74,1.4,243.2,23.25,Dimensional Defect,94.61,2.75,Completed,Medium,Medium,47.322,2021,6,June,2021-06
P046503,2024-04-01,Morning,NP005,Plastic Dustbin,Household Utility,M006,E005,1074,936,906,30,5.53,0.52,1749.35,19.87,None,87.15,3.21,Completed,Low,Low,33.044,2024,4,April,2024-04
P046504,2025-05-03,Evening,NP005,Plastic Dustbin,Household Utility,M001,E025,750,762,703,59,7.27,0.18,1604.47,21.75,Crack,101.6,7.74,Completed,Low,Low,33.044,2025,5,May,2025-05
P046505,2026-05-01,Morning,NP001,Plastic Bucket,Household Utility,M002,E014,169,149,143,6,5.89,0.87,175.5,24.32,None,88.17,4.03,Completed,Low,High,52.232,2026,5,May,2026-05
P046506,2026-05-31,Night,NP005,Plastic Dustbin,Household Utility,M006,E029,586,553,550,3,7.67,0.97,1014.69,13.65,None,94.37,0.54,Completed,Medium,Low,33.044,2026,5,May,2026-05
P046507,2023-02-10,Night,NP006,Kitchen Container,Kitchen Product,M006,E005,1765,1702,1595,107,7.48,0.94,927.45,32.49,Shape Defect,96.43,6.29,Completed,Medium,High,96.056,2023,2,February,2023-02
P046508,2023-12-20,Morning,NP005,Plastic Dustbin,Household Utility,M002,E006,310,264,250,14,6.69,1.44,485.73,37.72,Shape Defect,85.16,5.3,Completed,Low,Low,33.044,2023,12,December,2023-12
P046509,2022-06-11,Night,NP004,Storage Box,Storage,M005,E021,205,184,173,11,5.54,1.06,286.7,39.97,Surface Defect,89.76,5.98,Completed,Low,Low,22.264,2022,6,June,2022-06
P046510,2024-04-09,Night,NP005,Plastic Dustbin,Household Utility,M002,E018,260,268,264,4,7.6,1.59,500.31,15.22,None,103.08,1.49,Completed,High,Low,33.044,2024,4,April,2024-04
P046511,2024-11-16,Evening,NP003,Plastic Chair,Furniture,M005,E008,415,426,403,23,6.93,0.8,1174.59,8.2,None,102.65,5.4,Completed,Medium,Medium,46.592,2024,11,November,2024-11
P046512,2024-02-05,Night,NP003,Plastic Chair,Furniture,M002,E021,1184,1110,1099,11,5.78,0.37,3051.98,36.29,Surface Defect,93.75,0.99,Completed,Medium,Medium,46.592,2024,2,February,2024-02
P046513,2025-04-10,Evening,NP003,Plastic Chair,Furniture,M004,E003,1623,1587,1543,44,6.86,1.44,4318.29,23.53,Dimensional Defect,97.78,2.77,Completed,High,Medium,46.592,2025,4,April,2025-04
P046514,2022-12-05,Night,NP003,Plastic Chair,Furniture,M002,E030,1158,1071,1014,57,7.43,1.31,3148.02,22.53,None,92.49,5.32,Completed,Medium,Medium,46.592,2022,12,December,2022-12
P046515,2024-01-11,Morning,NP005,Plastic Dustbin,Household Utility,M002,E003,1135,1079,1001,78,7.8,0.94,2061.77,10.59,None,95.07,7.23,Completed,Low,Low,33.044,2024,1,January,2024-01
P046516,2023-07-10,Morning,NP001,Plastic Bucket,Household Utility,M001,E015,1781,1554,1503,51,5.81,0.75,1919.6,21.59,Shape Defect,87.25,3.28,Completed,Low,High,52.232,2023,7,July,2023-07
P046517,2024-01-24,Night,NP006,Kitchen Container,Kitchen Product,M002,E026,1079,958,907,51,7.94,0.32,513.75,27.77,Shape Defect,88.79,5.32,Completed,Low,High,96.056,2024,1,January,2024-01
P046518,2024-02-02,Morning,NP005,Plastic Dustbin,Household Utility,M001,E009,242,205,201,4,7.41,0.11,381.11,9.14,Surface Defect,84.71,1.95,Completed,Low,Low,33.044,2024,2,February,2024-02
P046519,2023-07-07,Morning,NP005,Plastic Dustbin,Household Utility,M005,E014,681,648,617,31,7.68,1.33,1191.08,11.59,Dimensional Defect,95.15,4.78,Completed,Medium,Low,33.044,2023,7,July,2023-07
P046520,2021-08-18,Evening,NP001,Plastic Bucket,Household Utility,M002,E017,355,345,341,4,6.07,0.3,403.46,36.83,None,97.18,1.16,Completed,High,High,52.232,2021,8,August,2021-08
P046521,2023-03-01,Morning,NP006,Kitchen Container,Kitchen Product,M006,E025,1302,1211,1148,63,7.41,1.21,673.67,27.4,None,93.01,5.2,Completed,Medium,High,96.056,2023,3,March,2023-03
P046522,2023-09-19,Evening,NP003,Plastic Chair,Furniture,M005,E017,1583,1481,1439,42,6.93,0.04,3966.89,31.1,Crack,93.56,2.84,Completed,Medium,Medium,46.592,2023,9,September,2023-09
P046523,2024-03-07,Morning,NP001,Plastic Bucket,Household Utility,M001,E013,787,761,741,20,7.54,0.32,897.95,29.96,None,96.7,2.63,Completed,High,High,52.232,2024,3,March,2024-03
P046524,2025-07-20,Morning,NP004,Storage Box,Storage,M004,E009,1150,1082,1062,20,6.87,0.07,1661.85,24.12,None,94.09,1.85,Completed,Medium,Low,22.264,2025,7,July,2025-07
P046525,2023-02-08,Morning,NP004,Storage Box,Storage,M002,E023,1358,1246,1210,36,7.98,1.26,1981.16,19.25,Colour Defect,91.75,2.89,Completed,Medium,Low,22.264,2023,2,February,2023-02
P046526,2023-05-02,Evening,NP005,Plastic Dustbin,Household Utility,M006,E021,924,952,914,38,5.97,0.92,1740.15,30.92,Surface Defect,103.03,3.99,Completed,Medium,Low,33.044,2023,5,May,2023-05
P046527,2026-06-04,Evening,NP003,Plastic Chair,Furniture,M005,E020,1245,1181,1158,23,5.52,0.94,3321.95,27.16,Deformed Product,94.86,1.95,Completed,Medium,Medium,46.592,2026,6,June,2026-06
P046528,2024-12-30,Evening,NP003,Plastic Chair,Furniture,M005,E017,174,175,170,5,5.66,1.35,483.7,19.63,Shape Defect,100.57,2.86,Completed,High,Medium,46.592,2024,12,December,2024-12
P046529,2023-03-08,Morning,NP003,Plastic Chair,Furniture,M005,E028,744,682,666,16,7.77,0.84,1984.45,35.79,Dimensional Defect,91.67,2.35,Completed,Medium,Medium,46.592,2023,3,March,2023-03
P046530,2021-06-04,Morning,NP005,Plastic Dustbin,Household Utility,M001,E005,953,902,842,60,7.22,0.21,1724.98,31.53,Colour Defect,94.65,6.65,Completed,Medium,Low,33.044,2021,6,June,2021-06
P046531,2026-08-07,Evening,NP004,Storage Box,Storage,M005,E008,1330,1370,1351,19,7.84,0.81,2226.76,37.68,Colour Defect,103.01,1.39,Completed,High,Low,22.264,2026,8,August,2026-08
P046532,2022-03-01,Evening,NP002,Plastic Mug,Household Utility,M006,E009,1606,1565,1473,92,6.19,1.41,384.94,12.5,Deformed Product,97.45,5.88,Completed,Medium,Medium,47.322,2022,3,March,2022-03
P046533,2022-10-13,Night,NP001,Plastic Bucket,Household Utility,M003,E005,1454,1498,1461,37,6.16,0.09,1897.77,36.84,Dimensional Defect,103.03,2.47,Completed,High,High,52.232,2022,10,October,2022-10
P046534,2023-04-07,Evening,NP004,Storage Box,Storage,M001,E001,430,443,411,32,7.73,1.56,696.05,24.01,Crack,103.02,7.22,Completed,Low,Low,22.264,2023,4,April,2023-04
P046535,2021-12-01,Morning,NP006,Kitchen Container,Kitchen Product,M005,E003,710,702,686,16,7.64,0.47,370.97,20.92,None,98.87,2.28,Completed,High,High,96.056,2021,12,December,2021-12
P046536,2026-05-26,Morning,NP003,Plastic Chair,Furniture,M002,E027,749,710,692,18,7.55,1.54,1841.14,1.71,Surface Defect,94.79,2.54,Completed,Medium,Medium,46.592,2026,5,May,2026-05
P046537,2023-03-30,Evening,NP001,Plastic Bucket,Household Utility,M004,E026,776,722,707,15,7.64,0.49,903.03,5.26,Shape Defect,93.04,2.08,Completed,Medium,High,52.232,2023,3,March,2023-03
P046538,2022-07-05,Morning,NP004,Storage Box,Storage,M005,E009,1674,1724,1533,191,7.17,0.89,2907.02,34.3,None,102.99,11.08,Review,Low,Low,22.264,2022,7,July,2022-07
P046539,2024-04-14,Evening,NP006,Kitchen Container,Kitchen Product,M005,E016,1757,1657,1583,74,5.57,0.66,898.54,31.12,Dimensional Defect,94.31,4.47,Completed,Medium,High,96.056,2024,4,April,2024-04
P046540,2026-06-10,Night,NP003,Plastic Chair,Furniture,M001,E009,1339,1371,1299,72,7.01,1.47,3959.95,27.3,None,102.39,5.25,Completed,Medium,Medium,46.592,2026,6,June,2026-06
P046541,2023-03-24,Morning,NP005,Plastic Dustbin,Household Utility,M002,E027,1219,1110,1076,34,6.14,1.33,2046.47,15.44,Colour Defect,91.06,3.06,Completed,Medium,Low,33.044,2023,3,March,2023-03
P046542,2024-07-15,Morning,NP002,Plastic Mug,Household Utility,M005,E005,1105,1041,996,45,7.68,0.23,269.76,20.96,Colour Defect,94.21,4.32,Completed,Medium,Medium,47.322,2024,7,July,2024-07
