Production_ID,Production_Date,Shift,Product_ID,Product_Name,Product_Category,Machine_ID,Operator_ID,Planned_Qty,Produced_Qty,Good_Qty,Rejected_Qty,Production_Hours,Downtime_Hours,Raw_Material_Used_Kg,Wastage_Kg,Defect_Type,Production_Efficiency_%,Defect_Rate_%,Production_Status,Batch_Quality,Product_Quality_Level,Product_Quality_Score
P042685,22-07-2023,Evening,NP002,Plastic Mug,Household Utility,M001,E005,1421,1396,1380,16,5.82,0.82,354.06,5.52,Colour Defect,98.24,1.15,Completed,High,Medium,47.322
P042686,13-09-2022,Morning,NP004,Storage Box,Storage,M004,E006,971,958,886,72,7.43,1.47,1460.76,3.96,None,98.66,7.52,Completed,Low,Low,22.264
P042687,22-02-2026,Evening,NP001,Plastic Bucket,Household Utility,M002,E017,247,201,177,24,5.94,0.7,227.72,11.7,Colour Defect,81.38,11.94,Review,Low,High,52.232
P042688,28-07-2026,Evening,NP002,Plastic Mug,Household Utility,M003,E017,944,879,851,28,5.85,0.42,215.84,36.76,Colour Defect,93.11,3.19,Completed,Medium,Medium,47.322
P042689,10-12-2024,Evening,NP003,Plastic Chair,Furniture,M006,E012,1425,1463,1373,90,5.86,0.1,4151.88,27.84,Shape Defect,102.67,6.15,Completed,Medium,Medium,46.592
P042690,29-03-2026,Morning,NP002,Plastic Mug,Household Utility,M002,E014,177,182,172,10,5.56,0.35,44.25,24.36,None,102.82,5.49,Completed,Medium,Medium,47.322
P042691,09-03-2022,Night,NP005,Plastic Dustbin,Household Utility,M006,E018,689,605,579,26,6.56,0.32,1091.13,32.47,Surface Defect,87.81,4.3,Completed,Low,Low,33.044
P042692,24-10-2025,Morning,NP004,Storage Box,Storage,M003,E012,1156,1126,1098,28,7.32,1.45,1722.68,22.04,Surface Defect,97.4,2.49,Completed,High,Low,22.264
P042693,10-01-2026,Morning,NP005,Plastic Dustbin,Household Utility,M006,E015,381,368,347,21,6.92,0.9,721.98,17.19,None,96.59,5.71,Completed,Medium,Low,33.044
P042694,08-02-2026,Night,NP003,Plastic Chair,Furniture,M003,E009,1412,1350,1327,23,7.98,0.77,3722.87,39.58,None,95.61,1.7,Completed,High,Medium,46.592
P042695,25-04-2026,Morning,NP005,Plastic Dustbin,Household Utility,M005,E002,964,942,924,18,6.53,0.74,1762.79,13.46,Surface Defect,97.72,1.91,Completed,High,Low,33.044
P042696,15-11-2023,Night,NP006,Kitchen Container,Kitchen Product,M006,E026,229,215,208,7,7.04,0.09,118.92,17.52,Colour Defect,93.89,3.26,Completed,Medium,High,96.056
P042697,22-11-2025,Morning,NP002,Plastic Mug,Household Utility,M005,E001,1646,1695,1657,38,6.5,0.85,406.68,30.07,Crack,102.98,2.24,Completed,High,Medium,47.322
P042698,19-06-2024,Morning,NP005,Plastic Dustbin,Household Utility,M001,E014,936,811,729,82,7.57,1.01,1622.4,8.03,None,86.65,10.11,Review,Low,Low,33.044
P042699,12-03-2021,Morning,NP002,Plastic Mug,Household Utility,M002,E029,1379,1240,1199,41,5.64,0.4,295.81,13.1,None,89.92,3.31,Completed,Low,Medium,47.322
P042700,28-11-2022,Evening,NP004,Storage Box,Storage,M005,E019,1090,1078,1045,33,5.6,0.19,1719.53,2.03,None,98.9,3.06,Completed,Medium,Low,22.264
P042701,02-12-2021,Morning,NP004,Storage Box,Storage,M004,E009,1038,994,927,67,6.86,0.51,1588.15,13.4,Colour Defect,95.76,6.74,Completed,Medium,Low,22.264
P042702,01-04-2023,Morning,NP006,Kitchen Container,Kitchen Product,M005,E025,1100,1057,996,61,6.47,1.48,591.94,39.38,Surface Defect,96.09,5.77,Completed,Medium,High,96.056
P042703,15-12-2025,Morning,NP005,Plastic Dustbin,Household Utility,M001,E003,639,590,567,23,6.88,0.28,1207.1,9.88,Crack,92.33,3.9,Completed,Medium,Low,33.044
P042704,23-03-2021,Night,NP006,Kitchen Container,Kitchen Product,M006,E024,195,199,189,10,6.87,1,118.62,8.29,Deformed Product,102.05,5.03,Completed,Medium,High,96.056
P042705,30-12-2023,Evening,NP002,Plastic Mug,Household Utility,M004,E009,1199,1190,1166,24,5.95,0.95,315.08,39.85,None,99.25,2.02,Completed,High,Medium,47.322
P042706,07-07-2025,Morning,NP004,Storage Box,Storage,M001,E029,1588,1371,1273,98,7.14,0.48,2139.37,32.83,Crack,86.34,7.15,Completed,Low,Low,22.264
P042707,15-02-2025,Evening,NP004,Storage Box,Storage,M006,E016,476,452,422,30,7.47,0.67,769.95,24.52,Colour Defect,94.96,6.64,Completed,Medium,Low,22.264
P042708,30-12-2022,Evening,NP005,Plastic Dustbin,Household Utility,M003,E006,1667,1481,1439,42,7.32,0.19,2690.72,29.41,Surface Defect,88.84,2.84,Completed,Low,Low,33.044
P042709,20-11-2021,Evening,NP002,Plastic Mug,Household Utility,M004,E028,470,444,432,12,6.99,0.28,108.02,4.86,Shape Defect,94.47,2.7,Completed,Medium,Medium,47.322
P042710,13-10-2022,Morning,NP004,Storage Box,Storage,M002,E021,1199,1040,1012,28,5.69,0.21,1661.55,13.4,None,86.74,2.69,Completed,Low,Low,22.264
P042711,24-11-2024,Morning,NP004,Storage Box,Storage,M004,E029,294,264,259,5,5.67,0.82,427.16,31.35,None,89.8,1.89,Completed,Low,Low,22.264
P042712,11-03-2023,Night,NP003,Plastic Chair,Furniture,M002,E006,1042,962,926,36,6.71,1.37,2820.46,19.8,Colour Defect,92.32,3.74,Completed,Medium,Medium,46.592
P042713,28-02-2022,Morning,NP006,Kitchen Container,Kitchen Product,M002,E018,177,152,146,6,6.84,0.55,84.47,39.37,None,85.88,3.95,Completed,Low,High,96.056
P042714,27-04-2024,Morning,NP003,Plastic Chair,Furniture,M005,E013,1198,1087,1063,24,6.53,1.24,2994.03,30.43,Colour Defect,90.73,2.21,Completed,Medium,Medium,46.592
P042715,22-03-2021,Night,NP006,Kitchen Container,Kitchen Product,M003,E013,517,494,478,16,7.03,0.95,277.67,25.3,None,95.55,3.24,Completed,Medium,High,96.056
P042716,14-01-2026,Morning,NP006,Kitchen Container,Kitchen Product,M005,E021,752,683,673,10,7.03,1.19,382.38,25.57,Deformed Product,90.82,1.46,Completed,Medium,High,96.056
P042717,28-05-2023,Evening,NP006,Kitchen Container,Kitchen Product,M003,E030,391,367,365,2,5.87,0.36,203.84,35.85,None,93.86,0.54,Completed,Medium,High,96.056
P042718,31-03-2026,Night,NP006,Kitchen Container,Kitchen Product,M005,E026,1547,1447,1413,34,7.09,0.1,810.32,32.52,Deformed Product,93.54,2.35,Completed,Medium,High,96.056
P042719,26-02-2026,Morning,NP001,Plastic Bucket,Household Utility,M005,E002,534,453,430,23,6.49,0.69,543.75,34.2,Colour Defect,84.83,5.08,Completed,Low,High,52.232
P042720,03-12-2024,Evening,NP004,Storage Box,Storage,M006,E030,1292,1064,998,66,6.21,0.08,1739.52,22.93,Colour Defect,82.35,6.2,Completed,Low,Low,22.264
P042721,31-12-2022,Evening,NP006,Kitchen Container,Kitchen Product,M002,E008,962,987,926,61,5.94,0.96,538.46,29.6,Shape Defect,102.6,6.18,Completed,Medium,High,96.056
P042722,22-12-2022,Evening,NP001,Plastic Bucket,Household Utility,M002,E020,1581,1483,1455,28,7.95,1.45,1791.19,30.03,Dimensional Defect,93.8,1.89,Completed,Medium,High,52.232
P042723,19-12-2024,Night,NP003,Plastic Chair,Furniture,M005,E005,1105,1037,1005,32,6.65,0.61,2757.63,8.98,Surface Defect,93.85,3.09,Completed,Medium,Medium,46.592
P042724,10-10-2021,Evening,NP006,Kitchen Container,Kitchen Product,M001,E030,1636,1591,1555,36,7.83,1.23,865.81,15.47,Dimensional Defect,97.25,2.26,Completed,High,High,96.056
P042725,22-08-2023,Night,NP003,Plastic Chair,Furniture,M003,E002,1328,1251,1160,91,6.77,1.49,3324.16,27.36,Shape Defect,94.2,7.27,Completed,Low,Medium,46.592
P042726,05-02-2021,Evening,NP004,Storage Box,Storage,M005,E015,1472,1364,1321,43,5.85,1.16,2156.71,7.6,Surface Defect,92.66,3.15,Completed,Medium,Low,22.264
P042727,08-08-2025,Night,NP003,Plastic Chair,Furniture,M003,E012,275,244,215,29,6.99,0.38,673.41,26.9,None,88.73,11.89,Review,Low,Medium,46.592
P042728,29-05-2026,Night,NP003,Plastic Chair,Furniture,M001,E010,1122,1075,1012,63,7.28,0.78,2907.6,37.77,None,95.81,5.86,Completed,Medium,Medium,46.592
P042729,29-08-2024,Night,NP005,Plastic Dustbin,Household Utility,M006,E019,1043,1003,968,35,5.96,1.28,1923.98,12.2,Colour Defect,96.16,3.49,Completed,Medium,Low,33.044
P042730,07-03-2022,Morning,NP006,Kitchen Container,Kitchen Product,M004,E025,813,769,752,17,5.66,0.47,420.83,20.6,Surface Defect,94.59,2.21,Completed,Medium,High,96.056
P042731,16-05-2023,Morning,NP002,Plastic Mug,Household Utility,M002,E019,574,528,508,20,7.07,0.92,133.5,8.85,Colour Defect,91.99,3.79,Completed,Medium,Medium,47.322
P042732,20-10-2023,Morning,NP002,Plastic Mug,Household Utility,M004,E013,392,383,337,46,6.59,1.06,92.21,26.6,Crack,97.7,12.01,Review,Low,Medium,47.322
P042733,26-04-2023,Evening,NP003,Plastic Chair,Furniture,M003,E022,892,751,665,86,6.67,0.19,2093.93,8.97,Surface Defect,84.19,11.45,Review,Low,Medium,46.592
P042734,07-07-2026,Night,NP002,Plastic Mug,Household Utility,M005,E017,750,688,641,47,6.51,0.47,171.15,4.41,Colour Defect,91.73,6.83,Completed,Medium,Medium,47.322
P042735,23-06-2026,Morning,NP003,Plastic Chair,Furniture,M004,E016,652,602,580,22,7.65,1.14,1752.31,34.97,Crack,92.33,3.65,Completed,Medium,Medium,46.592
P042736,23-02-2026,Evening,NP004,Storage Box,Storage,M005,E016,1098,1021,957,64,7.33,0.5,1630.77,22.88,Shape Defect,92.99,6.27,Completed,Medium,Low,22.264
P042737,30-09-2024,Morning,NP006,Kitchen Container,Kitchen Product,M004,E030,1368,1403,1395,8,6.26,0.78,756.44,20.33,None,102.56,0.57,Completed,High,High,96.056
P042738,06-04-2023,Evening,NP005,Plastic Dustbin,Household Utility,M003,E008,376,387,359,28,6.39,0.49,709.34,24.83,Shape Defect,102.93,7.24,Completed,Low,Low,33.044
P042739,05-05-2025,Night,NP003,Plastic Chair,Furniture,M001,E015,1353,1205,1142,63,5.65,0.77,3507.6,13.1,Colour Defect,89.06,5.23,Completed,Low,Medium,46.592
P042740,21-06-2021,Night,NP002,Plastic Mug,Household Utility,M001,E007,170,164,154,10,5.97,1.16,42.28,12.01,None,96.47,6.1,Completed,Medium,Medium,47.322
P042741,26-11-2021,Evening,NP004,Storage Box,Storage,M002,E018,403,388,341,47,7.48,0.62,639.69,2.87,None,96.28,12.11,Review,Low,Low,22.264
P042742,02-03-2023,Morning,NP004,Storage Box,Storage,M001,E025,706,627,601,26,7.11,0.43,1028.15,24.45,Surface Defect,88.81,4.15,Completed,Low,Low,22.264
P042743,26-02-2022,Morning,NP006,Kitchen Container,Kitchen Product,M001,E030,296,263,251,12,7.77,1.25,145.41,21.12,Dimensional Defect,88.85,4.56,Completed,Low,High,96.056
P042744,08-07-2024,Morning,NP004,Storage Box,Storage,M004,E024,1574,1509,1407,102,5.79,1.11,2493.35,36.52,None,95.87,6.76,Completed,Medium,Low,22.264
P042745,06-06-2021,Evening,NP003,Plastic Chair,Furniture,M005,E016,1584,1606,1581,25,7.62,1.39,4737.54,4.95,Dimensional Defect,101.39,1.56,Completed,High,Medium,46.592
P042746,30-05-2022,Morning,NP004,Storage Box,Storage,M005,E013,1266,1304,1238,66,7.54,0.13,2189.3,8.68,Dimensional Defect,103,5.06,Completed,Medium,Low,22.264
P042747,07-01-2022,Morning,NP004,Storage Box,Storage,M001,E017,543,486,442,44,7.36,0.59,752.51,10.57,None,89.5,9.05,Review,Low,Low,22.264
P042748,24-11-2025,Evening,NP004,Storage Box,Storage,M003,E027,979,923,900,23,5.97,1.25,1569.66,16.73,Shape Defect,94.28,2.49,Completed,Medium,Low,22.264
P042749,08-01-2022,Morning,NP003,Plastic Chair,Furniture,M004,E013,1635,1684,1549,135,7.69,0.55,5072.88,33.54,None,103,8.02,Review,Low,Medium,46.592
P042750,26-04-2022,Evening,NP006,Kitchen Container,Kitchen Product,M002,E020,1421,1291,1136,155,6.44,0.35,757.06,38.42,None,90.85,12.01,Review,Low,High,96.056
P042751,20-09-2023,Morning,NP002,Plastic Mug,Household Utility,M005,E020,879,824,808,16,7.72,0.17,201.62,37.74,Surface Defect,93.74,1.94,Completed,Medium,Medium,47.322
P042752,23-01-2022,Evening,NP004,Storage Box,Storage,M006,E030,265,258,239,19,7.69,0.89,425.97,25.06,None,97.36,7.36,Completed,Low,Low,22.264
P042753,10-10-2022,Morning,NP001,Plastic Bucket,Household Utility,M006,E007,1406,1356,1278,78,7.13,1.23,1633.79,30.6,Crack,96.44,5.75,Completed,Medium,High,52.232
P042754,05-12-2022,Morning,NP006,Kitchen Container,Kitchen Product,M003,E021,1043,996,983,13,6.01,0.75,501.89,23.26,None,95.49,1.31,Completed,High,High,96.056
P042755,30-04-2021,Morning,NP001,Plastic Bucket,Household Utility,M003,E023,1276,1160,1099,61,7.13,0.76,1311.51,26.81,None,90.91,5.26,Completed,Medium,High,52.232
P042756,22-07-2022,Night,NP001,Plastic Bucket,Household Utility,M003,E004,161,144,139,5,5.83,1.21,178.08,4.89,Surface Defect,89.44,3.47,Completed,Low,High,52.232
P042757,02-02-2024,Evening,NP002,Plastic Mug,Household Utility,M006,E016,827,775,757,18,7.87,0.63,186.18,39.87,None,93.71,2.32,Completed,Medium,Medium,47.322
P042758,15-09-2022,Night,NP006,Kitchen Container,Kitchen Product,M002,E026,1498,1278,1251,27,7.52,0.81,723.53,17.86,Colour Defect,85.31,2.11,Completed,Low,High,96.056
P042759,16-01-2021,Evening,NP002,Plastic Mug,Household Utility,M006,E012,988,1018,1006,12,5.87,1.18,265.78,5.61,Dimensional Defect,103.04,1.18,Completed,High,Medium,47.322
P042760,23-11-2025,Evening,NP001,Plastic Bucket,Household Utility,M006,E026,1490,1358,1291,67,6.94,0.7,1675.29,34.09,Shape Defect,91.14,4.93,Completed,Medium,High,52.232
P042761,06-02-2021,Evening,NP004,Storage Box,Storage,M003,E019,1359,1272,1245,27,7.33,1.59,2059.56,1.43,Crack,93.6,2.12,Completed,Medium,Low,22.264
P042762,19-09-2023,Morning,NP001,Plastic Bucket,Household Utility,M005,E007,692,619,586,33,6.52,0.3,750.46,25.11,Colour Defect,89.45,5.33,Completed,Low,High,52.232
P042763,15-11-2025,Morning,NP006,Kitchen Container,Kitchen Product,M002,E026,262,240,217,23,7.33,0.89,135.82,16.07,None,91.6,9.58,Review,Low,High,96.056
P042764,17-05-2021,Morning,NP005,Plastic Dustbin,Household Utility,M003,E008,832,781,729,52,7.31,0.36,1561.27,16.16,None,93.87,6.66,Completed,Medium,Low,33.044
P042765,22-07-2021,Evening,NP002,Plastic Mug,Household Utility,M006,E010,402,375,365,10,6.69,1.04,93.2,6.82,Dimensional Defect,93.28,2.67,Completed,Medium,Medium,47.322
P042766,01-06-2022,Morning,NP002,Plastic Mug,Household Utility,M006,E015,1209,1151,1062,89,7.56,1.23,290.15,13.57,Colour Defect,95.2,7.73,Completed,Low,Medium,47.322
P042767,13-07-2023,Morning,NP005,Plastic Dustbin,Household Utility,M006,E020,1543,1314,1264,50,5.68,1.35,2508.45,25.43,Dimensional Defect,85.16,3.81,Completed,Low,Low,33.044
P042768,04-06-2024,Evening,NP006,Kitchen Container,Kitchen Product,M003,E021,1541,1498,1461,37,7.87,0.44,812.44,25.44,Shape Defect,97.21,2.47,Completed,High,High,96.056
P042769,11-08-2024,Morning,NP005,Plastic Dustbin,Household Utility,M001,E008,1040,1063,1047,16,6.17,0.7,1969.58,5.46,Shape Defect,102.21,1.51,Completed,High,Low,33.044
P042770,26-06-2024,Evening,NP002,Plastic Mug,Household Utility,M006,E023,1794,1711,1506,205,5.61,1.02,422.84,14.99,Colour Defect,95.37,11.98,Review,Low,Medium,47.322
P042771,10-04-2026,Morning,NP003,Plastic Chair,Furniture,M001,E026,1437,1289,1258,31,7.31,0.64,3696.44,31.76,Surface Defect,89.7,2.4,Completed,Low,Medium,46.592
P042772,11-05-2024,Evening,NP004,Storage Box,Storage,M005,E030,1786,1559,1532,27,6.69,1.56,2439.08,24.98,Crack,87.29,1.73,Completed,Low,Low,22.264
P042773,17-09-2024,Night,NP003,Plastic Chair,Furniture,M002,E023,359,329,311,18,6.3,0.58,936.58,17.72,None,91.64,5.47,Completed,Medium,Medium,46.592
P042774,03-03-2024,Morning,NP006,Kitchen Container,Kitchen Product,M001,E019,748,712,627,85,7.71,0.33,408.81,25.52,Dimensional Defect,95.19,11.94,Review,Low,High,96.056
P042775,26-01-2026,Morning,NP001,Plastic Bucket,Household Utility,M002,E020,1421,1307,1232,75,6.65,0.02,1627.38,7.79,Surface Defect,91.98,5.74,Completed,Medium,High,52.232
P042776,01-06-2024,Evening,NP005,Plastic Dustbin,Household Utility,M001,E014,585,579,564,15,7.45,1.11,1057.46,22.81,Dimensional Defect,98.97,2.59,Completed,High,Low,33.044
P042777,15-12-2024,Morning,NP004,Storage Box,Storage,M004,E030,1013,966,950,16,7.64,0.31,1580.89,33.73,Surface Defect,95.36,1.66,Completed,High,Low,22.264
P042778,16-11-2024,Evening,NP003,Plastic Chair,Furniture,M003,E020,1349,1295,1183,112,7.68,0.94,3524.88,26.52,None,96,8.65,Review,Low,Medium,46.592
P042779,01-08-2022,Morning,NP001,Plastic Bucket,Household Utility,M003,E014,907,836,817,19,6.62,0.35,1068.48,38.17,Surface Defect,92.17,2.27,Completed,Medium,High,52.232
P042780,24-04-2024,Evening,NP005,Plastic Dustbin,Household Utility,M003,E016,1594,1369,1292,77,6.29,0.5,2733.13,28.14,Deformed Product,85.88,5.62,Completed,Low,Low,33.044
P042781,06-01-2025,Evening,NP006,Kitchen Container,Kitchen Product,M006,E012,485,385,366,19,5.53,0.48,209.84,26.3,None,79.38,4.94,Completed,Low,High,96.056
P042782,15-11-2023,Evening,NP006,Kitchen Container,Kitchen Product,M001,E030,227,209,204,5,6.35,0.76,108.97,31.15,None,92.07,2.39,Completed,Medium,High,96.056
P042783,11-01-2026,Night,NP001,Plastic Bucket,Household Utility,M003,E016,1661,1533,1503,30,7.44,0.53,1789.37,5.59,Crack,92.29,1.96,Completed,Medium,High,52.232
P042784,24-04-2026,Morning,NP005,Plastic Dustbin,Household Utility,M001,E008,711,705,696,9,6.98,0.12,1334.41,9.73,Surface Defect,99.16,1.28,Completed,High,Low,33.044
P042785,12-07-2025,Evening,NP003,Plastic Chair,Furniture,M005,E001,938,833,787,46,6.84,0.1,2373.8,24.02,Crack,88.81,5.52,Completed,Low,Medium,46.592
P042786,26-07-2025,Morning,NP001,Plastic Bucket,Household Utility,M002,E016,200,187,174,13,5.99,1.08,230.03,11.54,Crack,93.5,6.95,Completed,Medium,High,52.232
P042787,22-03-2026,Morning,NP005,Plastic Dustbin,Household Utility,M004,E013,1636,1503,1481,22,7.78,0.66,2766.58,19.57,Surface Defect,91.87,1.46,Completed,Medium,Low,33.044
P042788,16-01-2023,Night,NP002,Plastic Mug,Household Utility,M002,E001,1085,1118,1021,97,7.98,1.18,280.14,6.21,Shape Defect,103.04,8.68,Review,Low,Medium,47.322
P042789,26-11-2024,Morning,NP002,Plastic Mug,Household Utility,M005,E010,1064,1022,1013,9,7.74,1.6,238.07,2.18,Crack,96.05,0.88,Completed,High,Medium,47.322
P042790,10-03-2024,Evening,NP006,Kitchen Container,Kitchen Product,M005,E028,1284,1240,1091,149,7.57,0.74,692.56,19.46,Colour Defect,96.57,12.02,Review,Low,High,96.056
P042791,20-09-2021,Night,NP001,Plastic Bucket,Household Utility,M006,E008,1143,1059,971,88,7.26,1.51,1247.24,25,None,92.65,8.31,Review,Low,High,52.232
P042792,29-11-2021,Morning,NP003,Plastic Chair,Furniture,M002,E026,809,770,698,72,6.61,0.95,1971.96,21.95,Shape Defect,95.18,9.35,Review,Low,Medium,46.592
P042793,12-12-2022,Night,NP005,Plastic Dustbin,Household Utility,M005,E016,351,335,315,20,6.99,1.17,629.76,39.58,Surface Defect,95.44,5.97,Completed,Medium,Low,33.044
P042794,06-03-2026,Morning,NP003,Plastic Chair,Furniture,M001,E024,583,570,547,23,6.2,0.66,1685.08,1.16,None,97.77,4.04,Completed,Medium,Medium,46.592
P042795,07-02-2023,Morning,NP006,Kitchen Container,Kitchen Product,M002,E026,1132,993,957,36,7.2,1.51,547.65,3.53,Dimensional Defect,87.72,3.63,Completed,Low,High,96.056
P042796,14-01-2024,Evening,NP005,Plastic Dustbin,Household Utility,M002,E030,382,351,337,14,6.71,1.18,655.05,29.84,Shape Defect,91.88,3.99,Completed,Medium,Low,33.044
P042797,03-09-2022,Morning,NP004,Storage Box,Storage,M001,E028,975,815,756,59,6.67,0.23,1266.06,26.36,Surface Defect,83.59,7.24,Completed,Low,Low,22.264
P042798,06-02-2025,Evening,NP004,Storage Box,Storage,M002,E002,1423,1440,1409,31,6.74,1.52,2214.65,18.77,Dimensional Defect,101.19,2.15,Completed,High,Low,22.264
P042799,18-11-2025,Evening,NP001,Plastic Bucket,Household Utility,M006,E019,900,881,840,41,7.3,0.32,1062.63,20.87,None,97.89,4.65,Completed,Medium,High,52.232
P042800,05-04-2026,Morning,NP004,Storage Box,Storage,M002,E016,946,974,969,5,7.89,0.28,1600.66,34.85,Surface Defect,102.96,0.51,Completed,High,Low,22.264
P042801,07-11-2021,Morning,NP004,Storage Box,Storage,M002,E004,510,485,462,23,6.74,0.06,757.41,5.76,Colour Defect,95.1,4.74,Completed,Medium,Low,22.264
P042802,11-03-2024,Evening,NP006,Kitchen Container,Kitchen Product,M006,E004,1651,1565,1542,23,7.57,1.56,807.24,29.71,Surface Defect,94.79,1.47,Completed,Medium,High,96.056
P042803,11-03-2024,Morning,NP002,Plastic Mug,Household Utility,M003,E018,348,323,303,20,7.8,0.34,81.51,14.1,Shape Defect,92.82,6.19,Completed,Medium,Medium,47.322
P042804,04-02-2021,Evening,NP004,Storage Box,Storage,M005,E022,1563,1470,1365,105,7.13,1.23,2426.89,32.39,Surface Defect,94.05,7.14,Completed,Low,Low,22.264
P042805,31-08-2026,Morning,NP003,Plastic Chair,Furniture,M003,E016,996,872,809,63,7.71,0.98,2479.18,8.25,Surface Defect,87.55,7.22,Completed,Low,Medium,46.592
P042806,30-01-2023,Evening,NP006,Kitchen Container,Kitchen Product,M001,E012,1619,1415,1310,105,7.08,0.05,755.1,6.28,Dimensional Defect,87.4,7.42,Completed,Low,High,96.056
P042807,27-03-2021,Evening,NP005,Plastic Dustbin,Household Utility,M002,E028,790,722,700,22,5.64,1.18,1431.93,14.22,Deformed Product,91.39,3.05,Completed,Medium,Low,33.044
P042808,02-12-2021,Night,NP006,Kitchen Container,Kitchen Product,M004,E006,194,200,192,8,6.8,1.03,117.02,12.15,Deformed Product,103.09,4,Completed,Medium,High,96.056
P042809,26-01-2021,Night,NP003,Plastic Chair,Furniture,M001,E026,307,276,264,12,5.85,1.57,785.62,12.99,Shape Defect,89.9,4.35,Completed,Low,Medium,46.592
P042810,04-03-2022,Evening,NP003,Plastic Chair,Furniture,M006,E013,942,817,748,69,6.7,0.13,2336.87,35.7,None,86.73,8.45,Review,Low,Medium,46.592
P042811,22-09-2021,Evening,NP002,Plastic Mug,Household Utility,M001,E019,405,362,350,12,7.21,0.3,96.06,7.91,Shape Defect,89.38,3.31,Completed,Low,Medium,47.322
P042812,30-06-2024,Evening,NP003,Plastic Chair,Furniture,M002,E009,931,834,828,6,7.33,1.39,2386.61,34.1,Colour Defect,89.58,0.72,Completed,Low,Medium,46.592
P042813,19-08-2026,Evening,NP004,Storage Box,Storage,M006,E005,763,735,731,4,7.61,0.06,1184.24,28.81,Crack,96.33,0.54,Completed,High,Low,22.264
P042814,26-01-2023,Evening,NP006,Kitchen Container,Kitchen Product,M006,E011,751,726,703,23,5.9,0.14,412.81,23,Dimensional Defect,96.67,3.17,Completed,Medium,High,96.056
P042815,15-11-2024,Evening,NP003,Plastic Chair,Furniture,M003,E025,515,477,463,14,5.94,0.43,1333.3,23.81,None,92.62,2.94,Completed,Medium,Medium,46.592
P042816,07-08-2022,Morning,NP002,Plastic Mug,Household Utility,M004,E027,192,183,176,7,5.93,1.25,45.37,8.25,Shape Defect,95.31,3.83,Completed,Medium,Medium,47.322
P042817,15-10-2022,Evening,NP004,Storage Box,Storage,M005,E017,904,869,839,30,5.89,1.46,1414.78,15.73,Surface Defect,96.13,3.45,Completed,Medium,Low,22.264
P042818,14-05-2025,Morning,NP005,Plastic Dustbin,Household Utility,M004,E026,527,526,490,36,7.17,0.14,1016.48,28.82,None,99.81,6.84,Completed,Medium,Low,33.044
P042819,05-06-2026,Evening,NP006,Kitchen Container,Kitchen Product,M003,E023,492,507,490,17,7.22,1.54,277.42,38.5,Colour Defect,103.05,3.35,Completed,Medium,High,96.056
P042820,29-10-2023,Evening,NP003,Plastic Chair,Furniture,M005,E006,519,485,456,29,6.15,1.07,1309.37,2.47,None,93.45,5.98,Completed,Medium,Medium,46.592
P042821,05-09-2022,Morning,NP005,Plastic Dustbin,Household Utility,M001,E016,1790,1844,1719,125,5.68,0.92,3493.35,29.73,None,103.02,6.78,Completed,Medium,Low,33.044
P042822,04-08-2026,Evening,NP006,Kitchen Container,Kitchen Product,M001,E014,225,215,208,7,6.61,0.13,117.31,9.72,Surface Defect,95.56,3.26,Completed,Medium,High,96.056
P042823,06-05-2021,Evening,NP003,Plastic Chair,Furniture,M006,E006,1561,1383,1367,16,7.94,0.37,3745.77,24.12,Colour Defect,88.6,1.16,Completed,Low,Medium,46.592
P042824,15-07-2022,Night,NP006,Kitchen Container,Kitchen Product,M002,E014,668,633,602,31,6.52,0.38,375.2,2.19,Surface Defect,94.76,4.9,Completed,Medium,High,96.056
P042825,13-11-2022,Evening,NP005,Plastic Dustbin,Household Utility,M003,E026,1007,945,909,36,6.94,1.36,1817.19,38.02,Surface Defect,93.84,3.81,Completed,Medium,Low,33.044
P042826,02-12-2021,Night,NP006,Kitchen Container,Kitchen Product,M004,E005,744,713,703,10,7.32,1.3,399.8,33.49,Dimensional Defect,95.83,1.4,Completed,High,High,96.056
P042827,06-09-2025,Morning,NP001,Plastic Bucket,Household Utility,M005,E001,1188,1066,1018,48,7.77,0.84,1288.59,36.43,Shape Defect,89.73,4.5,Completed,Low,High,52.232
P042828,05-03-2026,Morning,NP002,Plastic Mug,Household Utility,M005,E024,374,385,366,19,6.28,0.38,92.41,17.67,Crack,102.94,4.94,Completed,Medium,Medium,47.322
P042829,13-03-2026,Evening,NP004,Storage Box,Storage,M001,E005,1694,1514,1398,116,7.03,0.08,2439.98,34.42,Crack,89.37,7.66,Completed,Low,Low,22.264
P042830,28-05-2025,Morning,NP005,Plastic Dustbin,Household Utility,M005,E009,1129,961,934,27,6.73,0.78,1762.64,39.13,Surface Defect,85.12,2.81,Completed,Low,Low,33.044
P042831,24-05-2021,Morning,NP003,Plastic Chair,Furniture,M006,E025,312,284,273,11,6.44,1.13,769.47,17.65,Dimensional Defect,91.03,3.87,Completed,Medium,Medium,46.592
P042832,04-04-2023,Morning,NP002,Plastic Mug,Household Utility,M004,E029,1564,1451,1432,19,6.28,0.82,362.81,22.44,None,92.77,1.31,Completed,Medium,Medium,47.322
P042833,18-05-2021,Evening,NP001,Plastic Bucket,Household Utility,M003,E019,1168,1053,1036,17,6.82,0.22,1217.94,23.49,Shape Defect,90.15,1.61,Completed,Medium,High,52.232
